1.2204,1.48998,0.973508
1.221335,1.489413,0.974063
1.220386,1.490011,0.973572
1.220323,1.490071,0.973553
1.220218,1.489934,0.973743
1.220231,1.490007,0.973573
1.2202,1.490022,0.973625
1.220142,1.490027,0.973579
1.220136,1.490064,0.973628
1.220094,1.490078,0.973627
1.220052,1.490078,0.973574
1.220045,1.490083,0.973633
1.220031,1.490106,0.973619
1.220003,1.4901,0.973593
1.219983,1.49011,0.973576
1.219965,1.490123,0.97361
1.21997,1.49013,0.973582
1.219947,1.490135,0.973572
1.219942,1.49014,0.973641
1.219927,1.490143,0.973568
1.219904,1.490165,0.973556
1.219912,1.490182,0.973603
1.219902,1.490183,0.973611
1.219902,1.490179,0.97355
1.219883,1.490217,0.973621
1.219901,1.490195,0.973576
1.2199,1.49021,0.97362
1.219866,1.490205,0.973569
1.219869,1.490231,0.973638
1.21987,1.490243,0.973634
1.219875,1.490226,0.973587
1.219829,1.490222,0.973569
1.219833,1.490226,0.973623
1.219846,1.490214,0.973641
1.219834,1.490203,0.973642
1.219828,1.490191,0.973625
1.219825,1.490202,0.973607
1.219821,1.490201,0.973594
1.219826,1.490187,0.973613
1.21979,1.490179,0.973669
1.219813,1.490177,0.973671
1.219806,1.490161,0.973629
1.219767,1.490125,0.973654
1.219774,1.490138,0.9737
1.219743,1.490146,0.973706
1.219728,1.490134,0.973671
1.219732,1.490109,0.973674
1.21972,1.490109,0.973738
1.219667,1.490072,0.97369
1.219641,1.490064,0.973728
1.219644,1.490041,0.973701
1.219612,1.490012,0.973691
1.219593,1.48996,0.973677
1.219572,1.489924,0.973687
1.219591,1.489875,0.973603
1.219583,1.489824,0.973613
1.219591,1.489798,0.973607
1.21956,1.489729,0.97358
1.219592,1.48967,0.973562
1.219591,1.48961,0.973553
1.219587,1.489564,0.973532
1.219594,1.489518,0.973494
1.219588,1.489477,0.973493
1.219586,1.489443,0.973476
1.219605,1.489394,0.973461
1.219569,1.489345,0.973447
1.219603,1.489309,0.973431
1.219577,1.489263,0.973417
1.219617,1.489211,0.973413
1.219585,1.489152,0.973424
1.219562,1.489095,0.973408
1.219584,1.48905,0.973408
1.21958,1.488982,0.973376
1.219568,1.48894,0.97336
1.219531,1.488881,0.973354
1.219523,1.488784,0.973343
1.219497,1.48872,0.973336
1.219472,1.488659,0.973318
1.219462,1.488604,0.973315
1.21942,1.488526,0.973262
1.219443,1.488475,0.973321
1.219406,1.488413,0.973239
1.219374,1.488371,0.97321
1.219368,1.48831,0.973206
1.219358,1.488246,0.973207
1.219346,1.488196,0.973165
1.219322,1.488146,0.973135
1.219286,1.48808,0.973122
1.219303,1.488019,0.973122
1.219276,1.487992,0.973093
1.219268,1.487948,0.973076
1.219226,1.487896,0.973073
1.219236,1.487861,0.973075
1.219196,1.4878,0.973055
1.219187,1.487775,0.973023
1.219139,1.48771,0.972972
1.219137,1.487671,0.972977
1.21911,1.487618,0.972952
1.219089,1.487572,0.972916
1.219074,1.487523,0.972904
1.219062,1.487484,0.972907
1.219058,1.487445,0.972892
1.219035,1.487406,0.972865
1.219021,1.48739,0.972839
1.218986,1.487363,0.97285
1.21898,1.487341,0.972852
1.218967,1.487345,0.972833
1.218924,1.487346,0.972814
1.218903,1.487338,0.972821
1.218892,1.487325,0.972832
1.21886,1.48732,0.972842
1.218853,1.487339,0.972843
1.218819,1.487348,0.97283
1.218779,1.487342,0.972826
1.218778,1.48736,0.972839
1.218716,1.487353,0.972844
1.218694,1.487368,0.97283
1.21868,1.487373,0.972847
1.218667,1.487392,0.972863
1.218638,1.487409,0.97284
1.218621,1.487416,0.972828
1.218576,1.487421,0.972838
1.218575,1.487419,0.97284
1.218538,1.487455,0.972817
1.218522,1.487451,0.972808
1.218505,1.487478,0.972809
1.218477,1.487494,0.972806
1.218459,1.487488,0.972801
1.218423,1.487498,0.972788
1.218413,1.48752,0.972777
1.218391,1.487554,0.972782
1.218376,1.487575,0.972761
1.218364,1.487591,0.972777
1.218326,1.487603,0.97277
1.218312,1.487619,0.97279
1.218304,1.487643,0.972765
1.218274,1.487659,0.972782
1.218259,1.487687,0.972764
1.218247,1.48769,0.972752
1.218257,1.487703,0.972775
1.218247,1.487712,0.97277
