1.077474,1.677385,1.344137
1.077449,1.67724,1.343831
1.077417,1.67747,1.344169
1.077375,1.677594,1.344234
1.077364,1.677603,1.344168
1.077373,1.677504,1.34406
1.077331,1.677707,1.344205
1.077435,1.6777,1.344344
1.077315,1.677726,1.344151
1.077466,1.677593,1.344129
1.077277,1.677875,1.344283
1.077457,1.677643,1.344108
1.077279,1.677866,1.344235
1.077299,1.677857,1.344229
1.077256,1.678004,1.344297
1.077284,1.677895,1.344224
1.077292,1.677881,1.344193
1.077174,1.678054,1.344306
1.0772,1.678046,1.344253
1.077226,1.677967,1.344233
1.077197,1.678036,1.344229
1.077224,1.67802,1.344211
1.077149,1.678146,1.344198
1.077176,1.678039,1.344189
1.077114,1.678137,1.344186
1.077203,1.678132,1.344167
1.07726,1.678189,1.344237
1.077199,1.678112,1.344108
1.077161,1.678151,1.344072
1.07716,1.678288,1.344206
1.077342,1.678232,1.344161
1.077223,1.678235,1.344084
1.077216,1.678264,1.344034
1.077205,1.678347,1.344092
1.077217,1.6783,1.343973
1.077236,1.678283,1.344004
1.077201,1.678363,1.343966
1.077208,1.678391,1.344
1.077228,1.678376,1.343932
1.077207,1.678299,1.343903
1.077165,1.678396,1.343855
1.077223,1.678321,1.343832
1.077209,1.678235,1.343613
1.077186,1.678359,1.343688
1.077153,1.678436,1.343814
1.077252,1.678267,1.343796
1.077251,1.678321,1.343878
1.077133,1.678378,1.343867
1.077322,1.678231,1.343962
1.077179,1.678301,1.344019
1.077142,1.678067,1.343693
1.07711,1.678202,1.343969
1.077128,1.678039,1.343979
1.077173,1.677936,1.343891
1.077086,1.677843,1.343819
1.077174,1.677764,1.343876
1.077102,1.677801,1.344041
1.077129,1.677577,1.344005
1.077156,1.677526,1.344012
1.07714,1.677422,1.344041
1.077118,1.677306,1.344109
1.077072,1.677281,1.344216
1.077095,1.677148,1.344256
1.077096,1.677005,1.344281
1.077222,1.676616,1.344103
1.077102,1.676551,1.344052
1.077025,1.676507,1.344138
1.077149,1.676386,1.344249
1.077135,1.67625,1.344158
1.077063,1.676321,1.344389
1.077142,1.676119,1.34434
1.077094,1.67604,1.344365
1.077045,1.675957,1.34444
1.07706,1.675791,1.344323
1.077068,1.675725,1.344384
1.077092,1.675347,1.344053
1.077071,1.675257,1.344037
1.076965,1.675243,1.344066
1.076996,1.675011,1.344065
1.076981,1.674877,1.34407
1.076898,1.674536,1.343805
1.076865,1.674665,1.344168
1.076828,1.67451,1.344174
1.076911,1.674293,1.344227
1.076868,1.673916,1.343941
1.076755,1.673862,1.343962
1.076832,1.673848,1.34426
1.076785,1.673771,1.344365
1.076842,1.673522,1.344342
1.076724,1.673447,1.3444
1.076732,1.673154,1.344331
1.076628,1.67313,1.344495
1.07663,1.672876,1.344537
1.076626,1.672693,1.344462
1.076588,1.672523,1.344451
1.076491,1.672116,1.34412
1.076495,1.672308,1.34458
1.076534,1.672103,1.344569
1.076492,1.671959,1.344575
1.076722,1.67215,1.345113
1.076429,1.671613,1.344447
1.076427,1.671628,1.344675
1.076435,1.671401,1.344531
1.076313,1.671243,1.344414
1.076341,1.67121,1.344613
1.076242,1.671266,1.344725
1.076248,1.670925,1.344445
1.07626,1.670932,1.344553
1.076262,1.67061,1.344384
1.076218,1.670751,1.344683
1.076038,1.670396,1.344308
1.076139,1.67054,1.34462
1.076112,1.670456,1.344571
1.076105,1.670394,1.344612
1.076061,1.670319,1.344574
1.07597,1.670369,1.344652
1.076318,1.670396,1.345091
1.075997,1.670183,1.344598
1.075913,1.670129,1.344563
1.076004,1.670116,1.344624
1.07584,1.670083,1.344538
1.075722,1.669804,1.34422
1.075769,1.670016,1.344596
1.075915,1.669969,1.344638
1.075724,1.669975,1.344532
1.075662,1.669888,1.344378
1.075621,1.669733,1.344278
1.075682,1.669721,1.344434
1.075743,1.669679,1.344452
1.075568,1.669631,1.344274
1.075548,1.66963,1.34439
1.075504,1.669857,1.344583
1.075582,1.669589,1.344445
1.07539,1.669711,1.344438
1.075412,1.669542,1.344307
1.075334,1.669637,1.344329
1.075377,1.6696,1.344305
1.075342,1.669572,1.344279
1.075265,1.669624,1.344304
1.07513,1.66969,1.34425
1.075102,1.669463,1.343979
1.075208,1.669619,1.344348
1.075064,1.669459,1.344114
1.074983,1.669424,1.344133
1.074854,1.669232,1.343838
1.07494,1.669152,1.343951
1.074966,1.669431,1.344353
1.074794,1.669082,1.343847
1.074859,1.669207,1.34417
1.074903,1.669209,1.344207
1.074879,1.669164,1.34422
1.074865,1.669122,1.344219
1.075021,1.669166,1.344393
1.074812,1.66892,1.343955
1.074906,1.669058,1.344246
1.074918,1.66906,1.344263
1.074929,1.669039,1.344266
1.074943,1.669056,1.344342
1.074969,1.669005,1.344371
1.075033,1.668888,1.3442
1.075125,1.669091,1.344489
1.075075,1.669058,1.344377
1.075011,1.668958,1.344156
1.075121,1.669112,1.344412
1.075149,1.669251,1.344467
1.075091,1.669164,1.344188
1.075106,1.669332,1.344408
1.075203,1.669394,1.344488
1.075254,1.669662,1.34471
1.075585,1.669868,1.345265
1.075259,1.669781,1.344741
1.075293,1.669847,1.344736
1.075303,1.669889,1.344717
1.075247,1.66996,1.344647
1.075176,1.670137,1.344782
1.075301,1.670043,1.344631
1.075224,1.670237,1.34468
1.075186,1.669848,1.344169
1.075315,1.669963,1.344446
1.07533,1.670235,1.344667
1.07523,1.670269,1.344507
1.075374,1.670334,1.344649
1.075284,1.670209,1.344322
1.075502,1.670453,1.344714
1.075541,1.670308,1.344517
1.075564,1.670602,1.34475
1.075647,1.670667,1.344715
1.075648,1.670774,1.344791
1.075749,1.670875,1.344796
1.076142,1.671076,1.345081
1.076049,1.67109,1.344753
1.076216,1.671177,1.34481
1.076404,1.671327,1.344845
1.076726,1.671506,1.345192
1.076711,1.671527,1.344899
1.076876,1.671636,1.344969
1.076972,1.671752,1.345113
1.077311,1.671859,1.345393
1.077509,1.671708,1.34525
1.077851,1.67177,1.345489
1.077967,1.671951,1.345627
1.078399,1.671743,1.345832
1.078883,1.671627,1.346118
1.079144,1.671643,1.346309
1.079353,1.671652,1.346517
1.079679,1.671654,1.346714
1.080022,1.671569,1.346821
1.080211,1.671696,1.346903
1.080545,1.671702,1.346944
1.080483,1.672081,1.3468
1.080831,1.672082,1.346695
1.080792,1.672323,1.346548
1.080986,1.672408,1.346427
1.081042,1.672535,1.346343
1.081112,1.672719,1.346261
1.081054,1.672972,1.3461
1.081107,1.673157,1.345981
1.081183,1.673343,1.34593
1.081314,1.673501,1.345877
1.081268,1.673801,1.345836
1.081338,1.674075,1.345861
