0.823487,1.661148,1.345339
0.823493,1.661223,1.345377
0.823488,1.661282,1.34538
0.823474,1.661347,1.345363
0.823404,1.661458,1.345382
0.823412,1.661545,1.345392
0.823395,1.661616,1.345383
0.823391,1.661676,1.345387
0.823394,1.661751,1.345441
0.823397,1.661842,1.345466
0.823377,1.661881,1.345456
0.823371,1.661949,1.345483
0.823365,1.662025,1.345529
0.823349,1.662078,1.345578
0.82332,1.662167,1.345592
0.823305,1.662211,1.3456
0.823299,1.662258,1.345627
0.823301,1.662307,1.345691
0.823289,1.662358,1.345693
0.82327,1.662396,1.345681
0.823281,1.662449,1.345725
0.823274,1.662524,1.345726
0.82326,1.662575,1.34571
0.823247,1.662607,1.345689
0.823227,1.662668,1.345696
0.82325,1.6627,1.345666
0.823249,1.662749,1.345655
0.823233,1.662774,1.345632
0.823221,1.662812,1.345591
0.823245,1.662832,1.345621
0.823243,1.662867,1.345554
0.823223,1.662874,1.345498
0.823236,1.662887,1.345459
0.823224,1.662912,1.34542
0.823209,1.662904,1.345336
0.823201,1.662881,1.345234
0.823194,1.6629,1.345175
0.823179,1.662896,1.345095
0.823165,1.662874,1.345034
0.823152,1.662866,1.344934
0.823139,1.662835,1.344855
0.823123,1.662796,1.344834
0.823094,1.662784,1.34478
0.82309,1.662766,1.344685
0.823074,1.662735,1.344623
0.823053,1.662705,1.344575
0.823061,1.662678,1.344548
0.823075,1.662639,1.344527
0.823069,1.662584,1.344548
0.82306,1.662868,1.34503
0.823071,1.662479,1.344613
0.823094,1.662767,1.34512
0.823065,1.662371,1.344664
0.823076,1.662665,1.345149
0.823091,1.662244,1.344755
0.823092,1.662181,1.344786
0.823078,1.662135,1.344834
0.823104,1.662381,1.345415
0.823098,1.661965,1.345003
0.823115,1.66185,1.345041
0.823135,1.661773,1.34508
0.823118,1.661652,1.34517
0.823123,1.661531,1.345266
0.823138,1.661394,1.345356
0.823165,1.661273,1.345424
0.823147,1.66113,1.345484
0.823132,1.660993,1.345543
0.823126,1.660853,1.345615
0.823134,1.660691,1.345677
0.823123,1.660539,1.345666
0.82311,1.660371,1.345702
0.82313,1.660191,1.345734
